title,brand,source_url,ddr_type,capacity_gb,speed_mhz,cas_latency,num_sticks,form_factor,has_rgb,price_usd,scraped_at
Kingston FURY Beast 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6400 (PC5 51200) Memory (Desktop Memory) Model KF564C32BBEK2-64,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-64gb-ddr5-6400-cas-latency-cl32-memory-black/p/N82E16820242872?Item=9SIAEYEKPR2512,DDR5,64,6400,32,2,DIMM,False,1049.0,2026-05-08T19:28:23.684583
G.SKILL Ripjaws S5 Series 32GB (2 x 16GB) DDR5 5600 Desktop Memory Model F5-5600J3636C16GX2-RS5K,G.SKILL,https://www.newegg.com/g-skill-ripjaws-s5-series-32gb-ddr5-5600-cas-latency-cl36-desktop-memory-black/p/N82E16820374331?Item=N82E16820374331,DDR5,32,5600,16,2,DIMM,False,494.99,2026-05-08T19:28:23.684930
Kingston ValueRAM 4GB DDR4 2666MHz 288pin SDRAM DIMM Memory Module KVR26N19S64,Kingston,https://www.newegg.com/kingston-technology-corp-valueram-4gb-ddr4-2666-cas-latency-cl19-memory-green/p/0ZK-06BE-00012?Item=9SIAE9AKTR4438,DDR4,4,2666,-1,1,DIMM,False,69.99,2026-05-08T19:28:23.685259
Team T-Force Delta RGB 16GB (2 x 8GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model TF4D416G3600HC18JDC01,Team,https://www.newegg.com/team-group-t-force-delta-rgb-16gb-ddr4-3600-cas-latency-cl18-desktop-memory-white/p/N82E16820331513?Item=N82E16820331513,DDR4,16,3600,18,2,DIMM,True,169.99,2026-05-08T19:28:23.685602
HyperX FURY 4GB DDR3 1600 (PC3 12800) Desktop Memory Model HX316C10F/4,HyperX,https://www.newegg.com/hyperx-fury-4gb-ddr3-1600-cas-latency-cl10-desktop-memory-blue/p/N82E16820104441?Item=9SIC3FZKS40264,DDR3,4,1600,10,1,DIMM,False,51.99,2026-05-08T19:28:23.685922
CORSAIR Vengeance RGB Pro 16GB (2 x 8GB) 288-Pin DDR4 DRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMW16GX4M2D3000C16,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-pro-16gb-ddr4-3000-cas-latency-cl16-desktop-memory-black/p/N82E16820236426?Item=9SIC5BHKST4029,DDR4,16,3000,16,2,DIMM,True,169.0,2026-05-08T19:28:23.686303
Kingston 16GB DDR4 SDRAM Memory Module - 16 GB - DDR4-2666/PC4-21300 DDR4 SDRAM - 2666 MHz - CL19 - 1.20 V - Non-ECC - Unbuffered - 288-pin - DIMM - KCP426ND8/16,Kingston,https://www.newegg.com/kingston-technology-corp-16gb-ddr4-2666-cas-latency-cl19-memory-black/p/0RN-001J-00B41?Item=9SIAMBVK666440,DDR4,16,2666,19,1,DIMM,False,119.99,2026-05-08T19:28:23.686628
Rimlance 32GB (2X16GB) 1.2V DDR4 3200MHZ PC4-25600 UDIMM 2RX8,Rimlance,https://www.newegg.com/rimlance-32gb-ddr4-3200-cas-latency-cl22-memory/p/0RN-0163-000A5?Item=9SIAU3BKD83645,DDR4,32,3200,-1,2,DIMM,False,189.0,2026-05-08T19:28:23.686939
Rimlance 8GB (1X8GB) 1.2V DDR4 2933MHZ PC4-23400 UDIMM 1RX8,Rimlance,https://www.newegg.com/rimlance-8gb-ddr4-2933-cas-latency-cl21-memory/p/0RN-0163-00094?Item=9SIAU3BKD83452,DDR4,8,2933,-1,1,DIMM,False,48.99,2026-05-08T19:28:23.687234
G.SKILL Flare X5 256GB (4 x 64GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model F5-6000J3644D64GX4-FX5,G.SKILL,https://www.newegg.com/g-skill-flare-x5-256gb-4-x-64gb-ddr5-6000-pc5-48000-cas-latency-cl34-desktop-memory-black/p/N82E16820374764?Item=N82E16820374764,DDR5,256,6000,-1,4,DIMM,False,4999.99,2026-05-08T19:28:23.687576
Refurbished CORSAIR Vengeance LPX 32GB (2 x 16GB) 288-Pin PC RAM DDR4 3600 (PC4 28800) Desktop Memory Model CMK32GX4M2D3600C18,Refurbished,https://www.newegg.com/corsair-vengeance-lpx-32gb-2-x-16gb-ddr4-3600-pc4-28800-cas-latency-cl18-desktop-memory-black/p/N82E16820236596T?Item=N82E16820236596T,DDR4,32,3600,18,2,DIMM,False,209.99,2026-05-08T19:28:23.687928
A-Tech Velocity 8GB DDR4 3200MHz (PC4-25600) CL22 XMP 2.0 UDIMM 1.2V Non-ECC DIMM 288-Pin Desktop PC Gaming Memory RAM Module - Black (AV8G4D32X),A-Tech,https://www.newegg.com/a-tech-velocity-8gb-ddr4-3200-cas-latency-cl22-memory-black/p/0RN-005A-00TY1?Item=9SIAMBVK7A6197,DDR4,8,3200,22,1,DIMM,False,77.99,2026-05-08T19:28:23.688266
Samsung 32GB DDR4 2666MHz PC4-21300 1.2V 2Rx8 288-Pin UDIMM Desktop RAM Memory Module M378A4G43MB1-CTD,Samsung,https://www.newegg.com/samsung-32gb-ddr4-2666-cas-latency-cl19-memory-green/p/0RN-001H-01WM1?Item=9SIAMBVK666494,DDR4,32,2666,-1,1,DIMM,False,219.99,2026-05-08T19:28:23.688606
CORSAIR Vengeance LPX 16GB (2 x 8GB) 288-Pin PC RAM DDR4 2666 (PC4 21300) Desktop Memory Model CMK16GX4M2A2666C16W,CORSAIR,https://www.newegg.com/corsair-vengeance-lpx-16gb-ddr4-2666-cas-latency-cl16-desktop-memory-white/p/N82E16820236041?Item=9SIC5BHKST4017,DDR4,16,2666,16,2,DIMM,False,109.0,2026-05-08T19:28:23.688958
CORSAIR Vengeance LPX (AMD Ryzen Ready) 16GB (2 x 8GB) 288-Pin DDR4 2933 (PC4 23400) AMD Optimized Desktop Memory Model CMK16GX4M2Z2933C16,CORSAIR,https://www.newegg.com/corsair-vengeance-lpx-16gb-ddr4-2933-cas-latency-cl16-desktop-memory-black/p/N82E16820236387?Item=9SIAD6HKTH0243,DDR4,16,2933,16,2,DIMM,False,297.33,2026-05-08T19:28:23.689316
Rimlance 8GB (2X4GB) 1.2V DDR4 2666MHZ PC4-21300 UDIMM 1RX8 Desktop Memory,Rimlance,https://www.newegg.com/rimlance-8gb-ddr4-2666-cas-latency-cl19-memory/p/0RN-0163-00044?Item=9SIAU3BKBP1853,DDR4,8,2666,-1,2,DIMM,False,49.96,2026-05-08T19:28:23.689612
G.SKILL Ripjaws S5 Series 32GB (2 x 16GB) DDR5 5600 Desktop Memory Model F5-5600J3636C16GX2-RS5W,G.SKILL,https://www.newegg.com/g-skill-ripjaws-s5-series-32gb-ddr5-5600-cas-latency-cl36-desktop-memory-white/p/N82E16820374332?Item=N82E16820374332,DDR5,32,5600,16,2,DIMM,False,494.99,2026-05-08T19:28:23.689951
Kingston FURY Beast 64GB (2 x 32GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Memory (Desktop Memory) Model KF560C36BWEK2-64,Kingston,https://www.newegg.com/kingston-technology-corp-fury-beast-64gb-ddr5-6000-cas-latency-cl36-memory-white/p/0RM-001W-006Y2?Item=0RM-001W-006Y2,DDR5,64,6000,36,2,DIMM,False,979.99,2026-05-08T19:28:23.690295
CORSAIR Vengeance LPX 64GB (4 x 16GB) DDR4 2400 (PC4 19200) Desktop Memory Model CMK64GX4M4A2400C16,CORSAIR,https://www.newegg.com/corsair-vengeance-lpx-64gb-ddr4-2400-cas-latency-cl16-desktop-memory-black/p/N82E16820236047?Item=9SIC5BHKST4069,DDR4,64,2400,16,4,DIMM,False,389.0,2026-05-08T19:28:23.690641
CORSAIR Vengeance RGB 32GB (2 x 16GB) 288-Pin PC RAM DDR5 6000 (PC5 48000) Desktop Memory Model CMH32GX5M2E6000Z36W,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-32gb-ddr5-6000-cas-latency-cl36-desktop-memory-white/p/N82E16820982237?Item=N82E16820982237,DDR5,32,6000,-1,2,DIMM,True,484.99,2026-05-08T19:28:23.690979
CORSAIR Vengeance RGB 96GB (2 x 48GB) 288-Pin PC RAM DDR5 6800 (PC5 54400) Desktop Memory Model CMH96GX5M2B6800C34,CORSAIR,https://www.newegg.com/corsair-vengeance-rgb-96gb-ddr5-6800-cas-latency-cl34-desktop-memory-black/p/N82E16820982227?Item=N82E16820982227,DDR5,96,6800,34,2,DIMM,True,1499.99,2026-05-08T19:28:23.691328
G.SKILL Trident Z5 RGB Series 32GB (2 x 16GB) 288-Pin PC RAM DDR5 7800 (PCS-62400) desktop memory Model F5-7800J3646H16GX2-TZ5RK,G.SKILL,https://www.newegg.com/g-skill-trident-z5-rgb-series-32gb-ddr5-7800-cas-latency-cl36-desktop-memory-black/p/N82E16820374446?Item=9SIC5P2KV88501,DDR5,32,7800,-1,2,DIMM,True,499.0,2026-05-08T19:28:27.126487
